model_id,pdf_name,scan,table,rotation,draw,text_edit_norm_micro,text_meteor_micro,text_classification_macro_f1,table_micro_precision,table_micro_recall,table_micro_f1,table_teds_mean_on_matched,image_micro_precision,image_micro_recall,image_micro_f1,image_desc_cosine_mean_on_matched,image_desc_applicability,lists_f1,headers_f1,paras_f1,heading_edge_f1_micro,text_accuracy_component,text_semantics_component,text_structure_component,tables_component,hierarchy_component,images_component,score
dpsk-ocr-Gundam,Опл022_ИГНФ1-ПСП.СИКН-ТХ01-ОЛ-003_A03,0,0,0,1,0.98753339269813,0.06756756756756756,0.8,1.0,0.1111111111111111,0.19999999999999998,0.7502911009178568,1.0,0.0,0.0,,0.0,,,0.8,,0.012466607301869992,0.06756756756756756,0.8,0.15005822018357134,0.0,0.0,0.17002018775407365
dpsk-ocr-Gundam,"ППИ-007-2023 ред.2 Газпромнефь-Снабжение ТУ13, ТУ23",1,1,1,0,0.9787459612277868,0.08741256925357814,0.8,1.0,0.0392156862745098,0.07547169811320754,0.9237923715141482,0.0,0.0,0.0,,0.0,,,0.8,,0.021254038772213213,0.08741256925357814,0.8,0.06972017898219986,0.0,0.0,0.1611106878028878
dpsk-ocr-Gundam,"Паспорт ЗДП корпус чугун, диск чугун, EPDM НАЗ",0,0,0,1,0.4842540939355767,0.7621019285130027,0.8935574229691876,1.0,1.0,1.0,0.9216296296296296,1.0,0.5,0.6666666666666666,0.0,1.0,1.0,0.8235294117647058,0.8571428571428571,0.9090909090909091,0.5157459060644233,0.7621019285130027,0.8935574229691876,0.9216296296296296,0.9090909090909091,0.5,0.7537305889247515
dpsk-ocr-Gundam,Поз 80 103 Кран шаровой DN200 600LB,0,0,0,1,0.29683698296836986,0.8333333333333334,1.0,0.5,0.4,0.4444444444444445,0.9211833893851438,0.3333333333333333,0.4,0.3636363636363636,0.0,1.0,1.0,1.0,1.0,,0.7031630170316301,0.8333333333333334,1.0,0.4094148397267306,0.0,0.2727272727272727,0.6296434191729506
dpsk-ocr-Gundam,Т.Х._К302_PN_160_DN100____НО_б.с.,0,0,0,1,0.43575418994413406,0.5851326825728548,0.9220779220779219,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7591537406091171,0.5,1.0,0.6666666666666666,0.0,1.0,0.8571428571428571,1.0,0.9090909090909091,1.0,0.5642458100558659,0.5851326825728548,0.9220779220779219,0.5061024937394114,1.0,0.5,0.6518768102167507
dpsk-ocr-Gundam,ТПР.20.25.00.000спецификация_20251111110159.019_X,0,1,0,1,0.6722338204592901,0.3538461538461538,1.0,0.6206896551724138,0.6923076923076923,0.6545454545454545,0.6541281492503771,1.0,1.0,1.0,,0.0,,,1.0,,0.32776617954070986,0.3538461538461538,1.0,0.428156606782065,0.0,0.75,0.4435344047031289
dpsk-ocr-Gundam,ТУ -006- ЗКЛ,1,0,0,0,0.4284615898910209,0.6035430236215751,0.6724786324786324,0.5714285714285714,0.36363636363636365,0.4444444444444444,0.43774296449658767,0.0,0.0,0.0,,0.0,0.7866666666666665,0.46153846153846156,0.7692307692307692,0.33333333333333337,0.5715384101089791,0.6035430236215751,0.6724786324786324,0.19455242866515007,0.33333333333333337,0.0,0.46688597237079676
dpsk-ocr-Gundam,отклонения от требований ТТТ-01.02-03 версия 2.1,0,1,0,0,0.8654948414214749,0.15873028396444955,1.0,0.625,0.5555555555555556,0.5882352941176471,0.3977155546202084,1.0,1.0,1.0,,0.0,,,1.0,,0.13450515857852507,0.15873028396444955,1.0,0.23395032624718143,0.0,0.75,0.3075989258851799
qwen__qwen3-vl-30b-a3b-instruct,0. Сертификат ИНТИ (INTI.QS.PS.20-12-2023-488),0,0,0,0,0.2882258923814598,0.8000384310522903,0.8713450292397661,1.0,1.0,1.0,,1.0,0.6666666666666666,0.8,0.0,1.0,1.0,0.6666666666666666,0.9473684210526316,,0.7117741076185402,0.8000384310522903,0.8713450292397661,0.0,0.0,0.6000000000000001,0.5386548890536725
qwen__qwen3-vl-30b-a3b-instruct,1. Сертификат ИНТЕРГАЗСЕРТ (ОГН4.RU.1102.В03418),1,0,0,0,0.25344,0.7603530168994449,0.8863636363636364,1.0,1.0,1.0,,1.0,0.25,0.4,0.6675965785980225,1.0,0.7499999999999999,1.0,0.9090909090909091,,0.74656,0.7603530168994449,0.8863636363636364,0.0,0.0,0.46689914464950566,0.533027756911882
qwen__qwen3-vl-30b-a3b-instruct,1.1. Затвор с редуктором  и удлин,0,0,0,1,0.46192259675405745,0.5948717948717949,0.8,0.5,0.5,0.5,0.825,1.0,0.5,0.6666666666666666,0.5227160453796387,1.0,,,0.8,,0.5380774032459426,0.5948717948717949,0.8,0.4125,0.0,0.6306790113449097,0.5172712500966798
qwen__qwen3-vl-30b-a3b-instruct,1.ТП 1751-25,0,1,0,0,0.99435950719905,0.04098360655737705,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,,0.0,,1.0,1.0,,0.0056404928009500255,0.04098360655737705,1.0,0.0,0.0,0.0,0.16165602483958177
qwen__qwen3-vl-30b-a3b-instruct,1187-25 Расчет и чертежи по ТУ,0,1,1,1,0.9699589845915088,0.5448916408668731,0.8666666666666667,1.0,0.0,0.0,,1.0,0.3333333333333333,0.5,0.5562794804573059,1.0,,0.9333333333333333,0.8,0.6666666666666666,0.030041015408491245,0.5448916408668731,0.8666666666666667,0.0,0.6666666666666666,0.5140698701143265,0.36610332424122405
qwen__qwen3-vl-30b-a3b-instruct,2. Затвор дисковый DN200 1.0 МПа,0,0,0,1,0.9323420074349442,0.43181483119563613,0.75,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,0.5,1.0,,,0.06765799256505578,0.43181483119563613,0.75,0.0,0.0,0.0,0.23736820594017297
qwen__qwen3-vl-30b-a3b-instruct,2.1 Сертификат на тип ЗКС (ЕАЭС RU СТ-RU.НВ94.01974),1,0,0,0,0.06865564342199856,0.7280225104353011,0.8736842105263158,0.0,1.0,0.0,,1.0,0.0,0.0,,0.0,,0.8,0.9473684210526316,1.0,0.9313443565780014,0.7280225104353011,0.8736842105263158,0.0,1.0,0.0,0.6458943483322729
qwen__qwen3-vl-30b-a3b-instruct,3. Заполн. Опл001_ОЛ СППК 180.2 - Энергомаш,1,1,0,0,0.2570056044835869,0.8544296413119113,0.9129924953095685,1.0,0.5,0.6666666666666666,0.8873331123096501,1.0,1.0,1.0,0.0,1.0,0.9615384615384615,0.875,0.9024390243902439,0.5333333333333333,0.7429943955164131,0.8544296413119113,0.9129924953095685,0.5915554082064334,0.5333333333333333,0.75,0.7454492984781365
qwen__qwen3-vl-30b-a3b-instruct,4. CC ТР ТС 012 (на все ТУ Энергомаш),1,0,0,0,0.726378909837394,0.7076660066206475,0.8012698412698412,1.0,1.0,1.0,0.9178873986618392,0.25,0.125,0.16666666666666666,0.5586689114570618,1.0,0.88,0.6666666666666666,0.8571428571428571,0.4444444444444444,0.27362109016260605,0.7076660066206475,0.8012698412698412,0.9178873986618392,0.4444444444444444,0.26466722786426544,0.606767535956315
qwen__qwen3-vl-30b-a3b-instruct,4. ДС ТР ТС 032 по 17.11.2029 (SchuF),1,0,0,0,0.4723536473412895,0.760159119332588,0.8473684210526315,0.0,0.0,0.0,,0.25,0.14285714285714285,0.18181818181818182,0.0,1.0,,0.7999999999999999,0.8947368421052632,,0.5276463526587105,0.760159119332588,0.8473684210526315,0.0,0.0,0.13636363636363635,0.4558748129739012
qwen__qwen3-vl-30b-a3b-instruct,7. Приложение к ИК_Анкета_01.2025,0,1,0,0,0.869314910765688,1.0,1.0,1.0,0.23529411764705882,0.38095238095238093,0.5694979891006877,1.0,0.0,0.0,,0.0,,1.0,,1.0,0.130685089234312,1.0,1.0,0.21695161489550008,1.0,0.0,0.5760615952876781
qwen__qwen3-vl-30b-a3b-instruct,АП093815,0,1,0,0,0.9998400639744103,0.3333333333333333,,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,,,,,0.0001599360255897242,0.3333333333333333,0.0,0.0,0.0,0.0,0.08337331733973076
qwen__qwen3-vl-30b-a3b-instruct,Выписка из ТУ 28.14.13-001-40886479-2021 изм.1 (общие требования),1,1,0,0,0.6356664912412601,0.7387302409521626,0.6448841185683291,0.7142857142857143,0.5555555555555556,0.6250000000000001,0.5302531057714628,1.0,0.0,0.0,,0.0,0.8421052631578947,0.6060606060606061,0.4864864864864865,0.9090909090909091,0.36433350875873993,0.7387302409521626,0.6448841185683291,0.3314081911071643,0.9090909090909091,0.0,0.5296892843434987
qwen__qwen3-vl-30b-a3b-instruct,Опл022_ИГНФ1-ПСП.СИКН-ТХ01-ОЛ-003_A03,0,0,0,1,0.876122754491018,0.8271488701816571,0.7333333333333332,1.0,0.2222222222222222,0.3636363636363636,0.6075980392156862,1.0,0.0,0.0,,0.0,,0.6666666666666665,0.7999999999999999,1.0,0.12387724550898205,0.8271488701816571,0.7333333333333332,0.22094474153297677,1.0,0.0,0.4919454772292551
qwen__qwen3-vl-30b-a3b-instruct,"ППИ-007-2023 ред.2 Газпромнефь-Снабжение ТУ13, ТУ23",1,1,1,0,0.9123654445112289,0.5169216632404623,0.7283035526038373,0.8,0.0784313725490196,0.14285714285714285,0.1986899077094575,1.0,0.06896551724137931,0.12903225806451613,0.0,1.0,0.8387096774193549,0.6274509803921569,0.71875,,0.08763455548877108,0.5169216632404623,0.7283035526038373,0.028384272529922497,0.0,0.0967741935483871,0.2709001517562878
qwen__qwen3-vl-30b-a3b-instruct,"Паспорт ЗДП корпус чугун, диск чугун, EPDM НАЗ",0,0,0,1,0.5438788257339163,0.7833579825625863,0.8912655971479501,0.0,0.0,0.0,,1.0,0.25,0.4,0.0,1.0,0.9411764705882353,0.9090909090909091,0.8235294117647058,0.7142857142857143,0.4561211742660837,0.7833579825625863,0.8912655971479501,0.0,0.7142857142857143,0.30000000000000004,0.5299882002079314
qwen__qwen3-vl-30b-a3b-instruct,Поз 80 103 Кран шаровой DN200 600LB,0,0,0,1,0.7747380675203726,0.975378787878788,0.5833333333333333,1.0,0.0,0.0,,1.0,0.0,0.0,,0.0,0.6666666666666666,0.5,,,0.22526193247962745,0.975378787878788,0.5833333333333333,0.0,0.0,0.0,0.38766018008960385
qwen__qwen3-vl-30b-a3b-instruct,Т.Х._К302_PN_160_DN100____НО_б.с.,0,0,0,1,0.38207333635129015,0.9315260123588108,0.7992202729044835,1.0,0.6666666666666666,0.8,0.6287503593991877,1.0,1.0,1.0,0.5845416188240051,1.0,0.888888888888889,0.6666666666666666,0.8421052631578948,1.0,0.6179266636487099,0.9315260123588108,0.7992202729044835,0.5030002875193501,1.0,0.8961354047060013,0.7526530376767228
qwen__qwen3-vl-30b-a3b-instruct,ТПР.20.25.00.000спецификация_20251111110159.019_X,0,1,0,1,0.8659003831417624,0.12307692307692308,0.5,1.0,0.2692307692307692,0.42424242424242425,0.39963562609571074,1.0,1.0,1.0,,0.0,,,0.5,,0.13409961685823757,0.12307692307692308,0.5,0.16954238682848335,0.0,0.75,0.21070261234948687
qwen__qwen3-vl-30b-a3b-instruct,ТУ -006- ЗКЛ,1,0,0,0,0.4660043464762496,0.8636944276876583,0.6921731567353961,1.0,0.2727272727272727,0.42857142857142855,0.38514279462555323,1.0,0.25,0.4,0.0,1.0,0.8571428571428571,0.4657534246575342,0.7536231884057971,0.8695652173913044,0.5339956535237504,0.8636944276876583,0.6921731567353961,0.16506119769666566,0.8695652173913044,0.30000000000000004,0.5882172550916251
qwen__qwen3-vl-30b-a3b-instruct,отклонения от требований ТТТ-01.02-03 версия 2.1,0,1,0,0,0.7260817487647852,0.4956400079007752,0.5666666666666667,1.0,0.7777777777777778,0.8750000000000001,0.5181834788573305,1.0,1.0,1.0,,0.0,0.33333333333333337,,0.8,,0.27391825123521485,0.4956400079007752,0.5666666666666667,0.4534105440001643,0.0,0.75,0.40557167358403035
baidu__ernie-4_5-vl-28b-a3b,0. Сертификат ИНТИ (INTI.QS.PS.20-12-2023-488),0,0,0,0,0.6694870438921205,0.5660003516543705,0.7666666666666667,1.0,1.0,1.0,,0.0,0.0,0.0,,0.0,1.0,0.5,0.8000000000000002,,0.33051295610787945,0.5660003516543705,0.7666666666666667,0.0,0.0,0.0,0.3391283269405625
baidu__ernie-4_5-vl-28b-a3b,1. Сертификат ИНТЕРГАЗСЕРТ (ОГН4.RU.1102.В03418),1,0,0,0,0.39349017080244925,0.5328113907153964,0.8863636363636364,1.0,1.0,1.0,,0.0,0.0,0.0,,0.0,0.7499999999999999,1.0,0.9090909090909091,,0.6065098291975508,0.5328113907153964,0.8863636363636364,0.0,0.0,0.0,0.41778485043278224
baidu__ernie-4_5-vl-28b-a3b,1.1. Затвор с редуктором  и удлин,0,0,0,1,0.736283185840708,0.4378510378510379,0.8571428571428571,1.0,0.25,0.4,0.9427083333333334,0.0,0.0,0.0,,0.0,,,0.8571428571428571,,0.26371681415929205,0.4378510378510379,0.8571428571428571,0.3770833333333334,0.0,0.0,0.3793800582406777
baidu__ernie-4_5-vl-28b-a3b,1.ТП 1751-25,0,1,0,0,0.5892224060505791,0.46605489764982944,0.9267399267399267,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,1.0,0.923076923076923,0.8571428571428571,,0.4107775939494209,0.46605489764982944,0.9267399267399267,0.0,0.0,0.0,0.3582191119108016
baidu__ernie-4_5-vl-28b-a3b,1187-25 Расчет и чертежи по ТУ,0,1,1,1,0.9793360433604336,0.2402350447333146,0.8333333333333333,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.8333333333333333,,,0.02066395663956644,0.2402350447333146,0.8333333333333333,0.0,0.0,0.0,0.19022475034322023
baidu__ernie-4_5-vl-28b-a3b,2. Затвор дисковый DN200 1.0 МПа,0,0,0,1,0.9667338709677419,0.13542629595392164,1.0,1.0,0.25,0.4,0.7944394929689047,0.0,0.0,0.0,,0.0,1.0,,,,0.03326612903225812,0.13542629595392164,1.0,0.3177757971875619,0.0,0.0,0.2557282656840573
baidu__ernie-4_5-vl-28b-a3b,2.1 Сертификат на тип ЗКС (ЕАЭС RU СТ-RU.НВ94.01974),1,0,0,0,0.31698717948717947,0.6923814941662321,0.6031746031746033,1.0,1.0,1.0,,0.0,0.0,0.0,,0.0,,0.4444444444444444,0.761904761904762,1.0,0.6830128205128205,0.6923814941662321,0.6031746031746033,0.0,1.0,0.0,0.5343247691459536
baidu__ernie-4_5-vl-28b-a3b,3. Заполн. Опл001_ОЛ СППК 180.2 - Энергомаш,1,1,0,0,0.7908293235210869,0.34094445754356756,0.5319461117780445,0.6,0.5,0.5454545454545454,0.7948364981262738,0.0,0.0,0.0,,0.0,0.693877551020408,0.23529411764705882,0.6666666666666666,,0.20917067647891308,0.34094445754356756,0.5319461117780445,0.4335471807961493,0.0,0.0,0.3040301364315567
baidu__ernie-4_5-vl-28b-a3b,4. CC ТР ТС 012 (на все ТУ Энергомаш),1,0,0,0,0.8160082230961745,0.2979433935972861,0.5756056808688387,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.42857142857142855,0.6666666666666666,0.631578947368421,0.3333333333333333,0.1839917769038255,0.2979433935972861,0.5756056808688387,0.0,0.3333333333333333,0.0,0.24015797808893702
baidu__ernie-4_5-vl-28b-a3b,4. ДС ТР ТС 032 по 17.11.2029 (SchuF),1,0,0,0,0.6071632013671319,0.2741548424071843,0.696969696969697,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.7272727272727272,0.6666666666666667,,0.39283679863286813,0.2741548424071843,0.696969696969697,0.0,0.0,0.0,0.2712933648054677
baidu__ernie-4_5-vl-28b-a3b,7. Приложение к ИК_Анкета_01.2025,0,1,0,0,0.9601471489883507,0.8481961777027727,0.9090909090909091,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.9090909090909091,,,0.03985285101164926,0.8481961777027727,0.9090909090909091,0.0,0.0,0.0,0.35837589354224186
baidu__ernie-4_5-vl-28b-a3b,АП093815,0,1,0,0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baidu__ernie-4_5-vl-28b-a3b,Выписка из ТУ 28.14.13-001-40886479-2021 изм.1 (общие требования),1,1,0,0,0.7209656925031767,0.39021950980745707,0.740613266583229,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2268196188074485,0.0,0.0,0.0,,0.0,0.7058823529411765,0.75,0.7659574468085107,0.7272727272727272,0.27903430749682334,0.39021950980745707,0.740613266583229,0.025202179867494276,0.7272727272727272,0.0,0.35617315301432595
baidu__ernie-4_5-vl-28b-a3b,Опл022_ИГНФ1-ПСП.СИКН-ТХ01-ОЛ-003_A03,0,0,0,1,0.8772040302267002,0.40181446974925233,0.775,0.4,0.2222222222222222,0.2857142857142857,0.3569444444444445,0.0,0.0,0.0,,0.0,,0.75,0.8,1.0,0.12279596977329976,0.40181446974925233,0.775,0.101984126984127,1.0,0.0,0.3677994352774634
baidu__ernie-4_5-vl-28b-a3b,"ППИ-007-2023 ред.2 Газпромнефь-Снабжение ТУ13, ТУ23",1,1,1,0,0.9758247769735735,0.2062902540190357,0.5349206349206349,0.09090909090909091,0.0392156862745098,0.05479452054794521,0.6926357795332885,0.01639344262295082,0.034482758620689655,0.022222222222222223,0.611970067024231,1.0,0.5,0.4761904761904762,0.6285714285714286,,0.024175223026426496,0.2062902540190357,0.5349206349206349,0.037952645453878824,0.0,0.1696591834227244,0.15392795276137278
baidu__ernie-4_5-vl-28b-a3b,"Паспорт ЗДП корпус чугун, диск чугун, EPDM НАЗ",0,0,0,1,0.32354175409148134,0.7190070918082312,0.9047619047619048,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8479194647944648,0.0,0.0,0.0,,0.0,1.0,0.8571428571428572,0.8571428571428572,,0.6764582459085187,0.7190070918082312,0.9047619047619048,0.5652796431963099,0.0,0.0,0.5976365487827351
baidu__ernie-4_5-vl-28b-a3b,Поз 80 103 Кран шаровой DN200 600LB,0,0,0,1,0.6835334476843911,0.7629007465963987,0.7666666666666667,1.0,0.2,0.33333333333333337,0.9476503759398496,0.0,0.0,0.0,,0.0,1.0,0.5,0.8000000000000002,,0.31646655231560894,0.7629007465963987,0.7666666666666667,0.31588345864661654,0.0,0.0,0.4480185164573252
baidu__ernie-4_5-vl-28b-a3b,Т.Х._К302_PN_160_DN100____НО_б.с.,0,0,0,1,0.8385983541279532,0.39166914041467443,0.812962962962963,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.888888888888889,0.8,0.7499999999999999,1.0,0.16140164587204675,0.39166914041467443,0.812962962962963,0.0,1.0,0.0,0.36021214101612475
baidu__ernie-4_5-vl-28b-a3b,ТПР.20.25.00.000спецификация_20251111110159.019_X,0,1,0,1,0.9530562347188264,0.36217948717948717,0.7499999999999999,0.5555555555555556,0.38461538461538464,0.4545454545454546,0.36963563799982047,0.0,1.0,0.0,,0.0,,,0.7499999999999999,,0.04694376528117361,0.36217948717948717,0.7499999999999999,0.1680161990908275,0.0,0.0,0.24838405293333066
baidu__ernie-4_5-vl-28b-a3b,ТУ -006- ЗКЛ,1,0,0,0,0.609345850634892,0.5835765354105426,0.8413156230234029,0.25,0.09090909090909091,0.13333333333333333,0.262280701754386,0.0,0.0,0.0,,0.0,0.924731182795699,0.7058823529411765,0.8933333333333333,0.7058823529411764,0.390654149365108,0.5835765354105426,0.8413156230234029,0.03497076023391813,0.7058823529411764,0.0,0.4473374019883244
baidu__ernie-4_5-vl-28b-a3b,отклонения от требований ТТТ-01.02-03 версия 2.1,0,1,0,0,0.9795933965148272,0.1289288704141345,0.4,0.14285714285714285,0.1111111111111111,0.125,0.9444444444444444,0.0,1.0,0.0,,0.0,,,0.4,,0.02040660348517276,0.1289288704141345,0.4,0.11805555555555555,0.0,0.0,0.12094497958593792
mistralai__ministral-14b-2512,0. Сертификат ИНТИ (INTI.QS.PS.20-12-2023-488),0,0,0,0,0.43115007735946365,0.8113558874804551,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.5,0.5688499226405364,0.8113558874804551,1.0,0.0,0.5,0.0,0.5450514525302479
mistralai__ministral-14b-2512,1. Сертификат ИНТЕРГАЗСЕРТ (ОГН4.RU.1102.В03418),1,0,0,0,0.379102679915688,0.7677101649021075,0.92,1.0,1.0,1.0,,0.0,0.0,0.0,,0.0,1.0,0.8,0.9600000000000001,,0.620897320084312,0.7677101649021075,0.92,0.0,0.0,0.0,0.48515187124660486
mistralai__ministral-14b-2512,1.1. Затвор с редуктором  и удлин,0,0,0,1,0.9452154857560263,0.2910499139414802,0.5,0.6666666666666666,0.5,0.5714285714285715,0.9895833333333333,0.0,0.0,0.0,,0.0,,,0.5,,0.05478451424397368,0.2910499139414802,0.5,0.5654761904761905,0.0,0.0,0.2745538451416016
mistralai__ministral-14b-2512,1.ТП 1751-25,0,1,0,0,0.9579274611398964,0.1553591108511582,0.7222222222222222,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.6666666666666666,0.8333333333333334,0.6666666666666666,,0.04207253886010365,0.1553591108511582,0.7222222222222222,0.0,0.0,0.0,0.1576912457611488
mistralai__ministral-14b-2512,1187-25 Расчет и чертежи по ТУ,0,1,1,1,0.8782188841201717,0.44711043650338883,0.823529411764706,0.027777777777777776,0.1,0.04347826086956522,0.8824705387205387,0.25,0.3333333333333333,0.28571428571428575,0.8314592242240906,1.0,,0.823529411764706,,1.0,0.12178111587982832,0.44711043650338883,0.823529411764706,0.03836828429219734,1.0,0.42215052034173695,0.3945334827360365
mistralai__ministral-14b-2512,2. Затвор дисковый DN200 1.0 МПа,0,0,0,1,0.686084142394822,0.8214861132422894,0.9545454545454546,1.0,0.75,0.8571428571428571,0.821311907782496,0.0,0.0,0.0,,0.0,0.9090909090909091,1.0,,,0.31391585760517804,0.8214861132422894,0.9545454545454546,0.7039816352421394,0.0,0.0,0.5678286379421129
mistralai__ministral-14b-2512,2.1 Сертификат на тип ЗКС (ЕАЭС RU СТ-RU.НВ94.01974),1,0,0,0,0.21710526315789475,0.7805751513980157,0.8545454545454545,1.0,1.0,1.0,,0.0,0.0,0.0,,0.0,,0.8,0.9090909090909091,1.0,0.7828947368421053,0.7805751513980157,0.8545454545454545,0.0,1.0,0.0,0.6190492902418484
mistralai__ministral-14b-2512,3. Заполн. Опл001_ОЛ СППК 180.2 - Энергомаш,1,1,0,0,0.37015674832055373,0.7845810934032448,0.757205585919669,0.5714285714285714,0.6666666666666666,0.6153846153846153,0.848145414154814,0.0,0.0,0.0,,0.0,0.99009900990099,0.4210526315789474,0.8604651162790697,0.5,0.6298432516794463,0.7845810934032448,0.757205585919669,0.5219356394798855,0.5,0.0,0.6215740520546004
